,"Aerobic, Draft","Anaerobic, Draft","Aerobic, Refined","Anaerobic, Refined"
Photobacterium_phosphoreum_S39_bc34,43.9583333333333,43.9583333333325,66.5972222222211,34.9305555564655
Pseudomonas_E_sp_S3_bc03,73.5173611111084,36.3250000000031,50.291666666664,23.4583333333334
Serratia_liquefaciens_S38_bc38,182.291666666659,182.291666666665,99.5,87.2499999999986
