,"Unlimited aerobic, Draft","Unlimited anaerobic, Draft","Complex medium aerobic, Draft","Complex medium anaerobic, Draft","Unlimited aerobic, Refined","Unlimited anaerobic, Refined","Complex medium aerobic, Refined","Complex medium anaerobic, Refined"
Photobacterium_phosphoreum_S39_bc34,170.890420427653,0,0.892840040890029,0,103.100665470747,103.062599704678,1.27841601561329,0.729345718243139
Pseudomonas_E_sp_S3_bc03,134.738037346064,0,0,0,73.7914313402575,73.7827008013016,0.979394586429754,0.457666137382036
Serratia_liquefaciens_S38_bc38,189.458271495073,0,2.74867994645571,0,122.476180665371,122.430276970098,2.04164136760525,1.82843353062488
